Date,AAPL,AMZN,FB,GOOGL,NFLX
2012-05-18,16.20775604248047,213.85000610351562,38.22999954223633,300.50048828125,9.994285583496094
2012-05-21,17.152019500732422,218.11000061035156,34.029998779296875,307.36236572265625,10.248571395874023
2012-05-22,17.020315170288086,215.3300018310547,31.0,300.7007141113281,9.672857284545898
2012-05-23,17.43560218811035,217.27999877929688,32.0,305.0350341796875,10.272856712341309
2012-05-24,17.275482177734375,215.24000549316406,33.029998779296875,302.13214111328125,10.03857135772705
2012-05-25,17.18288803100586,212.88999938964844,31.90999984741211,296.0610656738281,10.031428337097168
2012-05-29,17.487863540649414,214.75,28.84000015258789,297.46746826171875,9.920000076293945
2012-05-30,17.698715209960938,209.22999572753906,28.190000534057617,294.409423828125,9.619999885559082
2012-05-31,17.654712677001953,212.91000366210938,29.600000381469727,290.7207336425781,9.062856674194336
2012-06-01,17.143159866333008,208.22000122070312,27.719999313354492,285.7757873535156,8.992856979370117
2012-06-04,17.24400520324707,214.57000732421875,26.899999618530273,289.5845947265625,9.285714149475098
2012-06-05,17.19938850402832,213.2100067138672,25.8700008392334,285.490478515625,9.261428833007812
2012-06-06,17.46310806274414,217.63999938964844,26.809999465942383,290.5755615234375,9.411428451538086
2012-06-07,17.471054077148438,218.8000030517578,26.309999465942383,289.4044189453125,9.234285354614258
2012-06-08,17.733858108520508,218.47999572753906,27.100000381469727,290.5155029296875,9.377142906188965
2012-06-11,17.454248428344727,216.5,27.010000228881836,284.5345458984375,9.0
2012-06-12,17.606739044189453,216.4199981689453,27.399999618530273,282.83282470703125,9.002857208251953
2012-06-13,17.48450469970703,214.72999572753906,27.270000457763672,280.8258361816406,8.975714683532715
2012-06-14,17.465248107910156,214.4499969482422,28.290000915527344,279.8048095703125,8.951428413391113
2012-06-15,17.544700622558594,218.35000610351562,30.010000228881836,282.53753662109375,9.398571014404297
2012-06-18,17.900714874267578,222.66000366210938,31.40999984741211,285.7107238769531,9.532856941223145
2012-06-19,17.95052146911621,224.02999877929688,31.90999984741211,291.0560607910156,9.975714683532715
2012-06-20,17.89948844909668,223.02000427246094,31.600000381469727,289.0440368652344,9.737142562866211
2012-06-21,17.652881622314453,220.57000732421875,31.84000015258789,282.88787841796875,9.40571403503418
2012-06-22,17.78825569152832,222.16000366210938,33.04999923706055,286.0260314941406,9.69428539276123
2012-06-25,17.44202995300293,220.07000732421875,32.060001373291016,280.6306457519531,9.575714111328125
2012-06-26,17.480531692504883,225.61000061035156,33.099998474121094,282.62261962890625,9.54285717010498
2012-06-27,17.556013107299805,225.6199951171875,32.22999954223633,284.9349365234375,9.498571395874023
2012-06-28,17.389463424682617,221.30999755859375,31.360000610351562,282.43743896484375,9.622857093811035
2012-06-29,17.8463134765625,228.35000610351562,31.100000381469727,290.3253173828125,9.784285545349121
2012-07-02,18.106678009033203,229.32000732421875,30.770000457763672,290.5255126953125,9.692856788635254
2012-07-03,18.317228317260742,229.52999877929688,31.200000762939453,294.2091979980469,10.291428565979004
2012-07-05,18.63901138305664,227.05999755859375,31.469999313354492,298.2582702636719,11.674285888671875
2012-07-06,18.51494026184082,225.0500030517578,31.729999542236328,293.2832946777344,11.69857120513916
2012-07-09,18.759716033935547,225.0500030517578,32.16999816894531,293.2983093261719,11.855713844299316
2012-07-10,18.586149215698242,219.5,31.469999313354492,291.1411437988281,11.46142864227295
2012-07-11,18.47063636779785,218.3699951171875,30.969999313354492,285.8808898925781,11.662857055664062
2012-07-12,18.301645278930664,215.36000061035156,30.809999465942383,285.5255126953125,12.138571739196777
2012-07-13,18.48713493347168,218.38999938964844,30.719999313354492,288.5485534667969,12.128571510314941
2012-07-16,18.54642105102539,216.00999450683594,28.25,287.74774169921875,11.85428524017334
2012-07-17,18.547332763671875,216.92999267578125,28.09000015258789,288.6536560058594,11.682857513427734
2012-07-18,18.52655601501465,217.47000122070312,29.110000610351562,290.6706848144531,11.609999656677246
2012-07-19,18.772865295410156,226.1699981689453,29.0,296.8268127441406,11.874285697937012
2012-07-20,18.466659545898438,228.2899932861328,28.760000228881836,305.7157287597656,11.688570976257324
2012-07-23,18.452299118041992,226.00999450683594,28.75,308.06304931640625,11.420000076293945
2012-07-24,18.363372802734375,223.0399932861328,28.450000762939453,304.0890808105469,11.484285354614258
2012-07-25,17.57037353515625,217.0500030517578,29.34000015258789,304.2992858886719,8.611428260803223
2012-07-26,17.56761932373047,220.00999450683594,26.850000381469727,306.98699951171875,8.144286155700684
2012-07-27,17.88176727294922,237.32000732421875,23.709999084472656,317.79779052734375,8.417142868041992
2012-07-30,18.18338394165039,236.08999633789062,23.149999618530273,316.4664611816406,8.25
2012-07-31,18.664077758789062,233.3000030517578,21.709999084472656,316.8017883300781,8.121428489685059
2012-08-01,18.543365478515625,232.08999633789062,20.8799991607666,316.6566467285156,7.785714149475098
2012-08-02,18.573307037353516,230.80999755859375,20.040000915527344,314.689697265625,7.695714473724365
2012-08-03,18.815032958984375,234.97000122070312,21.09000015258789,320.9859924316406,7.701428413391113
2012-08-06,19.02436065673828,233.99000549316406,21.920000076293945,321.7317199707031,8.1128568649292
2012-08-07,18.9742431640625,236.55999755859375,20.719999313354492,320.590576171875,8.271428108215332
2012-08-08,18.94215202331543,234.3800048828125,20.719999313354492,321.4364318847656,8.257143020629883
2012-08-09,19.05017852783203,234.05999755859375,21.010000228881836,321.4964904785156,8.272856712341309
2012-08-10,19.079954147338867,232.75,21.809999465942383,321.3213195800781,8.557143211364746
2012-08-13,19.334678649902344,232.44000244140625,21.600000381469727,330.3353271484375,8.558571815490723
2012-08-14,19.386547088623047,233.19000244140625,20.3799991607666,334.6646728515625,8.822856903076172
2012-08-15,19.360145568847656,237.4199981689453,21.200000762939453,334.1040954589844,9.037142753601074
2012-08-16,19.529251098632812,241.5500030517578,19.8700008392334,336.7717590332031,9.187143325805664
2012-08-17,19.89046859741211,241.1699981689453,19.049999237060547,338.9089050292969,9.09857177734375
2012-08-20,20.41343116760254,240.35000610351562,20.010000228881836,338.10809326171875,9.177143096923828
2012-08-21,20.13445472717285,239.4499969482422,19.15999984741211,335.090087890625,9.371428489685059
2012-08-22,20.527599334716797,243.10000610351562,19.440000534057617,338.9289245605469,9.342857360839844
2012-08-23,20.336088180541992,241.1999969482422,19.440000534057617,338.7387390136719,9.149999618530273
2012-08-24,20.354198455810547,245.74000549316406,19.40999984741211,339.6546630859375,9.022856712341309
2012-08-27,20.73659324645996,243.9199981689453,19.149999618530273,334.9449462890625,8.912857055664062
2012-08-28,20.709590911865234,246.11000061035156,19.34000015258789,338.9639587402344,8.992856979370117
2012-08-29,20.66876983642578,247.1199951171875,19.100000381469727,344.3493347167969,9.062856674194336
2012-08-30,20.3741455078125,246.22000122070312,19.09000015258789,341.1811828613281,8.640000343322754
2012-08-31,20.416187286376953,248.27000427246094,18.059999465942383,342.88787841796875,8.531428337097168
2012-09-04,20.714805603027344,247.8800048828125,17.729999542236328,340.8608703613281,7.989999771118164
2012-09-05,20.569337844848633,246.22000122070312,18.579999923706055,340.7007141113281,7.851428508758545
2012-09-06,20.75469970703125,251.3800048828125,18.959999084472656,350.050048828125,8.092857360839844
2012-09-07,20.88267707824707,259.1400146484375,18.979999542236328,353.4284362792969,8.09428596496582
2012-09-10,20.339466094970703,257.0899963378906,18.809999465942383,350.7357482910156,7.988571643829346
2012-09-11,20.273483276367188,255.6699981689453,19.43000030517578,346.4414367675781,8.165714263916016
2012-09-12,20.555831909179688,255.6300048828125,20.93000030517578,345.7857971191406,8.172857284545898
2012-09-13,20.960628509521484,260.239990234375,20.709999084472656,353.3733825683594,8.285714149475098
2012-09-14,21.21535873413086,261.2699890136719,22.0,355.1951904296875,8.64571475982666
2012-09-17,21.476221084594727,258.0,21.520000457763672,355.3453369140625,8.14571475982666
2012-09-18,21.541593551635742,258.75,21.8700008392334,359.49951171875,8.00857162475586
2012-09-19,21.547426223754883,261.67999267578125,23.290000915527344,364.1141052246094,8.148571014404297
2012-09-20,21.443082809448242,260.80999755859375,22.59000015258789,364.4244384765625,8.39142894744873
2012-09-21,21.485734939575195,257.4700012207031,22.860000610351562,367.36236572265625,8.255714416503906
2012-09-24,21.200321197509766,254.8000030517578,20.790000915527344,375.0650634765625,8.05571460723877
2012-09-25,20.670913696289062,252.4600067138672,20.280000686645508,374.9549560546875,7.685714244842529
